285, 263254
286, 253689
287, 248229
288, 244194
289, 243141
290, 243964
291, 242324
292, 240961
293, 238866
294, 235674
295, 234302
296, 235285
297, 237205
298, 237235
299, 234516
300, 230908
301, 228324
302, 227302
303, 227808
304, 230424
305, 230889
306, 228577
307, 226598
308, 224527
309, 222472
310, 227218
311, 231214
312, 230689
313, 231660
314, 231313
315, 228718
316, 226295
317, 225870
318, 226225
319, 224807
320, 223413
321, 221087
322, 217913
323, 213142
324, 209293
325, 207653
326, 216667
327, 212873
328, 209782
329, 204873
330, 203374
331, 207082
332, 209224
333, 208572
334, 206911
335, 205626
336, 201918
337, 201231
338, 205310
339, 206897
340, 206058
341, 204856
342, 203901
343, 200592
344, 199776
345, 204185
346, 206271
347, 206377
348, 206339
349, 206011
350, 202890
351, 203099
352, 209359
353, 214091
354, 216077
355, 217223
356, 218079
357, 215993
358, 216913
359, 226222
360, 232717
361, 235787
362, 238675
363, 240292
364, 237022
365, 237572
366, 249514
367, 257335
368, 261956
369, 264524
370, 267012
371, 261635
372, 262037
373, 274347
374, 286382
375, 290862
376, 295901
377, 298974
378, 295614
379, 296929
380, 315527
381, 331782
382, 340921
383, 347199
384, 352131
385, 347463
386, 345941
387, 361373
388, 379994
389, 390327
390, 393791
391, 399059
392, 390467
393, 387108
394, 405603
395, 419979
396, 420958
397, 413715
398, 404019
399, 382982
400, 363898
401, 360050
402, 365176
403, 361623
404, 350441
405, 343663
406, 329134
407, 319844
408, 330178
409, 341789
410, 342447
411, 327605
412, 313627
413, 296976
414, 285947
415, 287555
416, 285066
417, 274715
418, 262505
419, 252778
420, 240564
421, 233832
422, 235153
423, 233233
424, 226570
425, 218568
426, 212926
427, 206538
428, 201719
429, 201513
430, 201367
431, 198653
432, 194977
433, 192260
434, 187737
435, 186305
436, 187943
437, 189099
438, 187572
439, 183812
440, 180585
441, 176954
442, 174930
443, 175229
444, 173977
445, 171454
446, 169124
447, 167115
448, 164702
449, 163604
450, 163707
451, 162899
452, 161501
453, 160187
454, 159163
455, 158022
456, 157516
457, 157585
458, 157078
459, 156185
460, 155602
461, 155024
462, 154483
463, 154325
464, 154338
465, 154188
466, 153868
467, 153541
468, 153460
469, 153244
470, 153186
471, 153261
472, 153082
473, 152880
474, 152692
475, 152538
476, 152438
477, 152472
478, 152536
479, 152453
480, 152386
481, 152314
482, 152218
483, 152111
484, 152130
485, 152190
486, 152265
487, 152123
488, 152144
489, 152104
490, 152078
491, 152127
492, 152185
493, 152180
494, 152202
495, 152232
496, 152250
497, 152222
498, 152278
499, 152381
500, 152400
501, 152381
502, 152290
503, 152323
504, 152340
505, 152480
506, 152570
507, 152624
508, 152644
509, 152711
510, 152734
511, 152728
512, 152779
513, 152875
514, 152954
515, 153026
516, 153085
517, 153069
518, 153067
519, 153193
520, 153306
521, 153360
522, 153399
523, 153441
524, 153439
525, 153362
526, 153509
527, 153629
528, 153727
529, 153777
530, 153817
531, 153835
532, 153835
533, 153947
534, 154109
535, 154109
536, 154207
537, 154301
538, 154361
539, 154294
540, 154481
541, 154723
542, 154806
543, 154933
544, 155145
545, 155202
546, 155154
547, 155404
548, 155759
549, 156047
550, 156294
551, 156620
552, 156747
553, 156712
554, 157148
555, 157686
556, 158100
557, 158415
558, 158817
559, 159020
560, 158978
561, 159579
562, 160426
563, 161014
564, 161482
565, 162057
566, 162133
567, 162067
568, 162723
569, 163697
570, 164461
571, 164858
572, 165417
573, 165486
574, 165248
575, 166087
576, 167282
577, 168111
578, 168854
579, 169555
580, 169990
581, 169927
582, 171070
583, 173110
584, 174510
585, 175614
586, 176755
587, 177187
588, 176923
589, 178500
590, 180886
591, 183021
592, 184286
593, 186041
594, 186835
595, 186653
596, 189761
597, 195118
598, 199263
599, 203143
600, 207288
601, 209519
602, 209699
603, 214652
604, 222416
605, 227902
606, 233016
607, 238203
608, 240411
609, 239258
610, 239713
611, 248618
612, 259351
613, 268600
614, 276799
615, 281245
616, 279548
617, 287839
618, 303384
619, 319027
620, 322133
621, 322335
622, 322118
623, 317028
624, 323515
625, 342415
626, 355560
627, 362697
628, 368659
629, 375696
630, 374069
631, 382087
632, 403749
633, 416931
634, 421794
635, 424968
636, 423289
637, 413927
638, 416895
639, 435212
640, 444376
641, 445830
642, 445288
643, 442242
644, 429978
645, 431918
646, 449813
647, 459882
648, 458843
649, 455575
650, 449408
651, 435632
652, 433485
653, 446173
654, 450372
655, 445140
656, 437902
657, 430138
658, 416831
659, 413572
660, 421863
661, 422185
662, 414735
663, 404242
664, 390872
665, 377001
666, 372677
667, 380666
668, 382694
669, 379828
670, 375782
671, 368176
672, 364967
673, 373036
674, 387475
675, 395193
676, 393026
677, 391092
678, 389666
679, 385669
680, 393123
681, 404826
682, 411347
683, 412817
684, 414884
685, 419152
686, 419919
687, 433106
688, 461367
689, 488258
690, 514985
691, 544264
692, 565335
693, 580330
694, 612067
695, 663470
696, 708607
697, 740746
698, 762007
699, 773285
700, 766271
701, 775544
702, 809150
703, 829466
704, 823042
705, 809098
706, 782489
707, 749994
708, 742097
709, 755778
710, 752988
711, 732149
712, 708117
713, 681155
714, 646497
715, 635149
716, 641473
717, 639799
718, 622508
719, 605755
720, 586998
721, 562390
722, 536322
723, 521877
724, 506363
725, 505553
726, 508417
727, 509707
728, 498210
729, 494787
730, 495428
731, 496841
732, 498616
733, 505253
734, 508225
735, 501755
736, 504700
737, 509055
738, 513849
739, 516766
